"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"celkove_hodnotenie";"maturity";"testovanie9";"matematika";"vyucovaci_jazyk";"cudzie_jazyky";"mimoriadne_vysledky";"nezamestnanost_absolventov";"vysledky_inspekcie";"ucasti_na_sutaziach";"prijimanie_na_VS";"pedagogicky_zbor";"financne_zdroje"
"1551";"Nitriansky";"Topo¾èany";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Tesáre 129";"Tesáre";"95621";;;;;;;"0";;"7,87358245849609";;;"9,05111312866211";
"1553";"Nitriansky";"Topo¾èany";"Cirkev, cirkevné spoloèenstvo";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdravot. škola";"17. novembra 1056";"Topo¾èany";"95501";"5,31931381225586";"5,36035499572754";;"0";"6,6361701965332";"4,06511116027832";"0";"6,35034370422363";"8,36443939208984";;"6,07206916809082";"4,26563987731934";"5,35847320556641"
"1554";"Nitriansky";"Topo¾èany";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"17. novembra 16";"Topo¾èany";"95501";"6,14832191467285";"6,08615303039551";;"4,41521797180176";"6,15200309753418";"6,41427917480469";"2,1241325378418";"8,71204071044922";;;"7,83714294433594";"2,96598205566406";"7,69938888549805"
"1555";"Nitriansky";"Topo¾èany";"Súkromník";"Gymnázium";"Slovenskı a Nemeckı bil.";"Gymnázium";"Súkromné gymnázium";"Gagarinova 1";"Topo¾èany";"95501";;;;;"5,65314064025879";"7,85127487182617";"0";"3,82978706359863";"3,88791351318359";;"7,49394607543945";"9,22341461181641";"7,09838562011719"
"1556";"Nitriansky";"Topo¾èany";"Súkromník";"Konzervatórium";"Slovenskı";"Konzervatórium";"Súkromné konzervatórium";"Gagarinova 13";"Topo¾èany";"95501";;;;;;;;;;;;;
"1557";"Nitriansky";"Topo¾èany";"Súkromník";"Škola úitkového vıtvarníctva";"Slovenskı";"Stredná odborná škola";"Súkr.škola úit.vıtvar.";"Gagarinova 13";"Topo¾èany";"95501";"4,01326446533203";"3,66656379699707";;"0";"3,65932083129883";"3,67358703613281";"0";"5,09327812194824";;;"2,44039688110352";"6,88367919921875";"3,41910514831543"
"1559";"Nitriansky";"Topo¾èany";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Inovecká 2041";"Topo¾èany";"95594";"5,90642204284668";"7,0014045715332";;"2,85606937408447";"8,33132171630859";"6,04896469116211";"4,79642791748047";"5,25243492126465";;;"9,23308868408203";"3,41978073120117";"5,94733276367188"
"1560";"Nitriansky";"Topo¾èany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"J. Hollého 3";"Topo¾èany";"95501";"5,9765625";;"7,17972717285156";"6,81219329833984";"7,54726104736328";;"0,707300090789795";;"8,96279678344727";;;"3,1969841003418";"7,94996719360352"
"1561";"Nitriansky";"Topo¾èany";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Krušovská 2091";"Topo¾èany";"95501";"2,85434970855713";"2,86704616546631";;"0";"3,03895950317383";"2,67750072479248";"1,89812259674072";"3,03543796539307";"6,40385131835937";;"5,66829338073731";"3,75645065307617";"4,90018005371094"
"1562";"Nitriansky";"Topo¾èany";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná základná škola";"¼. Fullu 6";"Topo¾èany";"95503";"7,12486343383789";;"8,95766754150391";"8,46536178588867";"9,44997253417969";;"0";;;;;"3,4192253112793";"8,29143295288086"
"1563";"Nitriansky";"Topo¾èany";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Lipová 10";"Topo¾èany";"95501";"8,59447402954101";;"9,08214569091797";"8,94083633422852";"9,22345504760742";;"7,75549697875977";;"5,71105270385742";;;"4,12581672668457";"6,95628814697266"
"1564";"Nitriansky";"Topo¾èany";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"ZUŠ Ladislava Mokrého";"Moyzesova 22";"Topo¾èany";"95501";;;;;;;;;;;;;
"1565";"Nitriansky";"Topo¾èany";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Spojená škola-ZŠ pri ZZ";"Pavlovova 17";"Topo¾èany";"95501";;;;;;;;;;;;;
"1566";"Nitriansky";"Topo¾èany";"Samosprávny kraj";"SOŠ drevárska";"Slovenskı";"Stredná odborná škola";"SOŠ drevárska";"Pílska 7";"Topo¾èany";"95501";"4,8628360748291";"5,05492630004883";;"4,06631927490234";"4,76860961914062";"5,38111228942871";"0";"5,6817310333252";;;"5,10820541381836";"3,99374198913574";"4,75102691650391"
"1567";"Nitriansky";"Topo¾èany";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre iakov s naruš.komun.i";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠI";"Pod Kalváriou 941";"Topo¾èany";"95501";;;;;;;;;;;;;
"1568";"Nitriansky";"Topo¾èany";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre iakov s naruš.komun.i";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠI";"Pod Kalváriou 941";"Topo¾èany";"95501";;;;;;;;;;;;;
"1570";"Nitriansky";"Topo¾èany";"Cirkev, cirkevné spoloèenstvo";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Cirkevná ZUŠ sv. Lukáša";"Stummerova 20";"Topo¾èany";"95501";;;;;;;;;;;;;
"1572";"Nitriansky";"Topo¾èany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Škultétyho 11";"Topo¾èany";"95501";"5,76111640930176";;"6,67011871337891";"6,44021682739258";"6,90002136230469";;"1,0156985282898";;"6,55223541259766";;;"3,06247310638428";"7,26339569091797"
"1573";"Nitriansky";"Topo¾èany";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"T. Vansovej 2";"Topo¾èany";"95501";"4,23507232666016";"6,41742706298828";;"0";"6,49354629516602";"6,33782424926758";"0";"3,33620300292969";"7,78164291381836";;"5,8574821472168";"4,41482849121094";"4,74858856201172"
"1574";"Nitriansky";"Topo¾èany";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Tovarnícka 1609";"Topo¾èany";"95582";"4,33674697875977";"3,29725151062012";;"0";"2,5262020111084";"4,14467849731445";"0,0983425617218018";"6,01602439880371";"7,77548141479492";;"4,54075469970703";"3,55074653625488";"5,20611991882324"
"1575";"Nitriansky";"Topo¾èany";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Tovarnícka 1632";"Topo¾èany";"95529";"6,67698287963867";"6,74188461303711";;"0";"6,648681640625";"6,83696365356445";"0";"7,96045761108398";;;"5,3843391418457";"2,68434581756592";"4,15920715332031"
"1576";"Nitriansky";"Topo¾èany";"Súkromník";"SOŠ sociálnoprávna";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Tovarnícka 1632";"Topo¾èany";"95501";"3,93085670471191";"6,87037506103516";;"0";"8,45453262329102";"5,28621788024902";"0";"2,36541309356689";"3,69827041625977";;;"4,22569732666016";"6,41231536865234"
"1577";"Nitriansky";"Topo¾èany";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"SŠI - Praktická škola";"Tovarnícka 1632";"Topo¾èany";"95501";;;;;;;"0";"10";;;;"8,20805206298828";
"1578";"Nitriansky";"Topo¾èany";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Spojená škola internátn";"Tovarnícka 1632";"Topo¾èany";"95501";;;;;;;;;;;;;
"1579";"Nitriansky";"Topo¾èany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tovarnícka 57";"Topo¾èany";"95501";;;;;;;"0";;;;;;
"1581";"Nitriansky";"Topo¾èany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Tribeèská 22";"Topo¾èany";"95501";"6,17660980224609";;"7,12543258666992";"6,83473129272461";"7,4149658203125";;"0,864608097076416";;"6,48935165405273";;;"3,35919761657715";"7,47390060424805"
"1583";"Nitriansky";"Topo¾èany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Urmince 298";"Urmince";"95602";"5,40454559326172";;"6,04425582885742";"5,98250274658203";"6,10600852966309";;"0";;"8,82997131347656";;;"4,40870323181152";"6,34811973571777"
"1584";"Nitriansky";"Topo¾èany";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 528";"Ve¾ké Ripòany";"95607";"5,20926094055176";;"6,5081298828125";"5,96463279724121";"7,05162734985352";;"0";;;;;"3,98345832824707";"6,50352554321289"
"1586";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 252";"Beladice";"95175";"4,04896240234375";;"5,08748970031738";"5,68324928283691";"4,49173011779785";;"0";;"5,60801239013672";;;"8,83460540771484";"4,74635848999023"
"1587";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èaradice 156";"Èaradice";"95301";;;;;;;"0";;;;;"8,16700134277344";
"1588";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Èervenı Hrádok 235";"Èervenı Hrádok";"95182";"4,79662971496582";;"3,48189697265625";"3,2484748840332";"3,71531944274902";;"6,42692794799805";;;;;"4,37648315429688";"5,97019577026367"
"1589";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èierne K¾aèany 223";"Èierne K¾aèany";"95305";;;;;;;"0";;"8,22187652587891";;;;
"1590";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hostie 86";"Hostie";"95194";;;;;;;"0";;"8,7446418762207";;;"7,26976318359375";
"1592";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Choèa 141";"Choèa";"95176";;;;;;;;;;;;;
"1593";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Jed¾ové Kosto¾any 75";"Jed¾ové Kosto¾any";"95196";"5,62074317932129";;"6,80681304931641";"6,62604370117188";"6,98758316040039";;"0";;"8,23974761962891";;;"7,76246032714844";"4,34154090881348"
"1595";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ladice 323";"Ladice";"95177";;;;;;;"0";;;;;"8,87569046020508";
"1597";"Nitriansky";"Zlaté Moravce";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola sv.Sávia";"Kopanická 286";"Machulince";"95193";;;;;;;"0";;;;;"9,0385627746582";"5,97119827270508"
"1599";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Martin nad itavou 110";"Martin nad itavou";"95301";;;;;;;"0";;;;;;
"1601";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 289";"Obyce";"95195";"6,86719055175781";;"8,53959350585938";"8,87666549682617";"8,20252075195313";;"0";;"6,42022018432617";;;"6,4735710144043";"4,33414154052734"
"1602";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 299";"Skıcov";"95185";"5,8605827331543";;"7,14205169677734";"6,94393310546875";"7,34017028808594";;"0";;"7,36415100097656";;;"8,70030059814453";"4,26771278381348"
"1603";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"S¾aany 122";"S¾aany";"95171";"5,96575698852539";;"7,23061828613281";"6,44814605712891";"8,01308975219727";;"0";;"8,23380126953125";;;"3,86744079589844";"6,25870552062988"
"1604";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Školská 232";"Slepèany";"95152";;;;;;;"0";;"8,28586654663086";;;"8,65107345581055";
"1605";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 416";"Tekovské Nemce";"96654";"5,27120018005371";;"6,61222305297852";"7,0101203918457";"6,21432609558105";;"0";;"4,75116157531738";;;"6,87759094238281";"5,29983024597168"
"1606";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ Štefana Moysesa";"Školská 608";"Tesárske Mlyòany";"95176";"5,139404296875";;"6,40338363647461";"6,0576774597168";"6,74908981323242";;"0";;"8,59519500732422";;;"3,51270866394043";"5,96657257080078"
"1607";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Litomìøická 32";"Topo¾èianky";"95193";"5,71011123657227";;"6,77676849365234";"6,84835815429688";"6,70517883300781";;"0";;"8,57656784057617";;;"3,44966697692871";"6,9693473815918"
"1608";"Nitriansky";"Zlaté Moravce";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Velèice 86";"Velèice";"95171";;;;;;;"0";;;;;"9,09742202758789";
"1609";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 1";"Volkovce";"95187";"5,25147552490234";;"6,46491088867188";"6,5307746887207";"6,39904632568359";;"0";;"5,22106170654297";;;"6,70206985473633";"5,61603164672852"
"1610";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Bernolákova 26";"Zlaté Moravce";"95320";"7,28059616088867";"8,76484832763672";;"0";"10";"6,18829650878906";"1,25420665740967";"7,29847259521484";;;"7,61142272949219";"2,91805458068848";"4,99224281311035"
"1611";"Nitriansky";"Zlaté Moravce";"Obèianske zdruenia";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Bernolákova 37";"Zlaté Moravce";"95342";;;;;;;;;;;;;
"1612";"Nitriansky";"Zlaté Moravce";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"SŠ - Praktická škola";"J. Krá¾a 39";"Zlaté Moravce";"95301";;;;;;;"0";"10";;;;;
"1613";"Nitriansky";"Zlaté Moravce";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"J. Krá¾a 39";"Zlaté Moravce";"95301";;;;;;;;;;;;;
"1614";"Nitriansky";"Zlaté Moravce";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"J. Krá¾a 39";"Zlaté Moravce";"95301";;;;;;;;;;;;;
"1615";"Nitriansky";"Zlaté Moravce";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"J. Krá¾a 4";"Zlaté Moravce";"95301";;;;;;;;;;;;;
"1616";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mojmírova 2";"Zlaté Moravce";"95301";"5,56829071044922";;"6,99067687988281";"6,57904357910156";"7,40231094360352";;"0";;"3,96662254333496";;;"3,0678825378418";"7,12336502075195"
"1617";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Pribinova 1";"Zlaté Moravce";"95301";"6,25337829589844";;"6,69770431518555";"6,69126739501953";"6,70414123535156";;"3,06783924102783";;;;;"2,31739273071289";"6,86237640380859"
"1618";"Nitriansky";"Zlaté Moravce";"Krajskı úrad, Okresnı úrad";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri RC";"Prílepská 6";"Zlaté Moravce";"95301";;;;;;;;;;;;;
"1619";"Nitriansky";"Zlaté Moravce";"Krajskı úrad, Okresnı úrad";;"Slovenskı";"Špeciálna stredná škola";"SOŠ pri Reedukaè.centre";"Prílepská 6";"Zlaté Moravce";"95301";;;;;;;"1,88552188873291";"7,08333358764648";;;;"8,37943420410156";
"1620";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Robotnícka 25";"Zlaté Moravce";"95301";"3,87799339294434";;"4,67486953735352";"3,64482269287109";"5,70491600036621";;"0";;"8,41343841552734";;;"3,9759693145752";"6,3720085144043"
"1621";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Slov.národ.povstania 2";"Zlaté Moravce";"95330";"5,79621620178223";"4,23833923339844";;"0";"3,79290542602539";"4,69848709106445";"2,92297554016113";"7,61716613769531";"3,9122142791748";;"5,80100555419922";"4,05508041381836";"5,10897903442383"
"1622";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J. Krá¾a";"Slov.národ.povstania 3";"Zlaté Moravce";"95342";"5,69301223754883";"5,86341667175293";;"5,27171783447266";"5,47463569641113";"6,40005035400391";"0,28309588432312";"8,5299919128418";"5,30230979919434";;"8,45111312866211";"2,93357467651367";"6,78842697143555"
"1623";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Slov.národ.povstania 5";"Zlaté Moravce";"95301";"2,70327072143555";"4,68730316162109";;"0";"5,21183128356934";"4,16017837524414";"0";"1,65669898986816";"6,79798583984375";;"5,46980209350586";"3,94096145629883";"4,83634605407715"
"1624";"Nitriansky";"Zlaté Moravce";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Ul. 1. mája 22";"Zlaté Moravce";"95301";"3,53649139404297";"4,18250160217285";;"8,64479522705078";"3,39559516906738";"4,87204360961914";"4,6419921875";"2,79858322143555";"4,47838821411133";;"4,94793968200684";"2,62994575500488";"5,51239280700684"
"1625";"Nitriansky";"Zlaté Moravce";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"ZŠ sv. Don Bosca";"Ul. 1. mája 24";"Zlaté Moravce";"95301";"7,58326263427734";;"9,07728424072266";"8,86682739257813";"9,28774108886719";;"1,89453773498535";;"5,63344841003418";;;"3,36791839599609";"7,42904586791992"
"1626";"Nitriansky";"Zlaté Moravce";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ Jána Vojtecha Šimka";"Šimkova 40";"itavany";"95197";"5,5421314239502";;"6,75005798339844";"6,79415435791016";"6,70596160888672";;"0";;;;;"5,6457706451416";"5,87517013549805"
"1627";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Eliáša Lániho 7";"Bytèa";"01401";"5,64889373779297";;"6,84497299194336";"6,11040573120117";"7,57954025268555";;"0";;;;;"3,03226184844971";"7,3690803527832"
"1628";"ilinskı";"Bytèa";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola i.";"Mièurova 1";"Bytèa";"01401";;;;;;;;;;;;;
"1629";"ilinskı";"Bytèa";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Štefánikova 4";"Bytèa";"01401";"4,56851997375488";"5,11997375488281";;"3,79058151245117";"6,06253547668457";"4,53511962890625";"0";"5,98614273071289";"7,16138458251953";;"7,99461975097656";"3,13001689910889";"7,3971923828125"
"1631";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ulica mieru è. 1235";"Bytèa";"01401";"6,59603500366211";;"7,54609832763672";"7,78895874023438";"7,30323715209961";;"2,33669204711914";;"8,86521835327148";;;"3,51377639770508";"6,86509857177734"
"1632";"ilinskı";"Bytèa";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Zámok 105";"Bytèa";"01401";;;;;;;;;;;;;
"1633";"ilinskı";"Bytèa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlboké nad Váhom 124";"Hlboké nad Váhom";"01401";;;;;;;"0";;"7,8541877746582";;;;"5,56948089599609"
"1634";"ilinskı";"Bytèa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hvozdnica 66";"Hvozdnica";"01356";;;;;;;"0";;"7,88709106445313";;;"5,71728248596191";"5,61972236633301"
"1635";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kolárovice 62";"Kolárovice";"01354";"5,98385009765625";;"7,40845947265625";"6,63748245239258";"8,17943572998047";;"0";;"8,2564826965332";;;"3,16155261993408";"6,18651580810547"
"1636";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kotešová 378";"Kotešová";"01361";"6,1588062286377";;"7,71065979003906";"7,31505432128906";"8,10626602172852";;"0";;"8,93143615722656";;;"3,90283050537109";"5,94553985595703"
"1637";"ilinskı";"Bytèa";"Obèianske zdruenia";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"Sidónie Sakalovej 1300";"Bytèa";"01401";"4,76195182800293";"6,74802322387695";;"0";"8,71475296020508";"4,78129348754883";"0";"4,12548522949219";"2,68589954376221";;"7,37703094482422";"0,945196056365967";"6,66666641235352"
"1638";"ilinskı";"Bytèa";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ústredie 72";"Petrovice";"01353";;;;;;;"0";;"7,09105606079102";;;"6,30280303955078";"5,72901268005371"
"1639";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bajzova 2";"Predmier";"01351";"5,4143856048584";;"6,36078224182129";"6,51391067504883";"6,20765380859375";;"0";;"7,20982437133789";;;"4,49783782958984";"5,91016960144043"
"1640";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sú¾ov - Hradná 64";"Sú¾ov - Hradná";"01352";"8,08156661987305";;"9,36983642578125";"9,58865127563477";"9,15102157592773";;"3,99437408447266";;"7,35211029052734";;;"7,02329330444336";"4,99720420837402"
"1641";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Štiavnik 177";"Štiavnik";"01355";"5,64463043212891";;"6,95853881835937";"5,87113037109375";"8,04594802856445";;"0";;"6,6147346496582";;;"3,29203453063965";"7,47455978393555"
"1643";"ilinskı";"Bytèa";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ve¾ké Rovné 302";"Ve¾ké Rovné";"01362";"5,15442161560059";;"5,86507987976074";"5,7537353515625";"5,97642440795898";;"0";;"7,70995178222656";;;"3,66075897216797";"6,18222618103027"
"1644";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Gymnázium J. M. Hurbana";"17. novembra 1296";"Èadca";"02201";"6,18293991088867";"7,19459228515625";;"6,04635162353516";"7,765771484375";"6,94670486450195";"1,0777307510376";"6,81809997558594";;;"4,94931716918945";"1,89924297332764";"6,9175178527832"
"1645";"ilinskı";"Èadca";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı a Anglickı bil.";"Stredná odborná škola";"Obchodná akadémia Dušana Metoda
Janotu";"Ul. 17. novembra 2701";"Èadca";"02201";"5,30476455688477";"7,93216018676758";;"0";"9,72647247314453";"4,97397041320801";"2,20455284118652";"3,82289009094238";"9,80785675048828";;"7,25771713256836";"3,40187873840332";"5,57149238586426"
"1646";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Horelica 429";"Èadca";"02201";"4,38573989868164";;"5,00658874511719";"4,31402854919434";"5,69914932250977";;"0";;"6,64249038696289";;;"5,42705039978027";"6,3697380065918"
"1647";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Stredná pedagogická škola";"Slovenskı";"Stredná odborná škola";"PaSA sv. M. Goretti";"Horná 137";"Èadca";"02201";"6,08147392272949";"6,49982299804688";;"0";"8,91245803833008";"4,07013778686523";"0";"6,96308975219727";;;"6,26995086669922";"3,29263801574707";"6,59229583740234"
"1648";"ilinskı";"Èadca";"Cirkev, cirkevné spoloèenstvo";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdrav. škola";"Horná 137";"Èadca";"02201";"4,84647941589355";"5,38789901733398";;"0";"6,89988098144531";"3,86217193603516";"0";"5,38263931274414";"7,23840637207031";;"4,9122974395752";"7,13023071289062";"5,05137176513672"
"1649";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"M. R. Štefánika 2007";"Èadca";"02201";"5,9748664855957";;"7,20589599609375";"7,16984329223633";"7,24194869995117";;"0";;"8,12981872558594";;;"3,05362510681152";"7,95604553222656"
"1650";"ilinskı";"Èadca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"M. R. Štefánika 2007";"Èadca";"02201";;;;;;;;;;;;;
"1651";"ilinskı";"Èadca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Milošová u Prívary 477";"Èadca";"02201";;;;;;;"0";;"7,78878402709961";;;"4,43890113830566";"7,60556640625"
"1652";"ilinskı";"Èadca";"Samosprávny kraj";"SOŠ technická";"Slovenskı";"Stredná odborná škola";"SOŠ technická";"Okruná 693";"Èadca";"02201";"5,53449096679688";"4,25430793762207";;"0";"5,02201805114746";"3,45321922302246";"1,55604314804077";"7,35432662963867";;;"4,46956253051758";"2,10039196014404";"4,58543510437012"
"1653";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri ZZ";"Palárikova 2311";"Èadca";"02201";;;;;;;;;;;;;
"1654";"ilinskı";"Èadca";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Palárikova 2758";"Èadca";"02201";;;;;;;;;;;;;
"1655";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Podzávoz 2739";"Èadca";"02201";"5,71763916015625";;"7,00902557373047";"6,93021392822266";"7,08783721923828";;"0";;"7,87021636962891";;;"3,35198059082031";"6,80180816650391"
"1656";"ilinskı";"Èadca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rázusova 2260";"Èadca";"02201";"6,71645889282227";;"8,00103607177734";"8,3351921081543";"7,66688079833984";;"0,990946483612061";;"8,07909393310547";;;"3,38505630493164";"7,17195205688477"
