"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"718";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Komenského 3";"Smolenice";"91904";;;;;;;;;;;"66,7";"72";;;"79,3388";"76,7123";"77,3498";;;;;;;;;;;;;"8,42491";;;;
"719";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Suchá nad Parnou 55";"Suchá nad Parnou";"91901";;;;;;;;;;;"66,3";"69,2";;;;;;;;;;;;;;;;;;"6,95364";;;;
"720";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlavná 2";"Špaèince";"91951";;;;;;;;;;;"64";"67,1";;;;;;;;;;;;;;;;;;"6,77966";;;;
"721";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 3";"Šúrovce";"91925";;;;;;;;;;;"63,3";"68,3";;;;;;;;;;;;;;;;;;"7,38916";;;;
"724";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Andreja Kubinu 34";"Trnava";"91701";;;;;;;;;;;"51,9";"50";;;;;;;;;;;;;;;;;;"9,2219";;;;
"725";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ pi ZZ Spojenej školy";"Andreja arnova 11";"Trnava";"91702";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"726";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Atómová 1";"Trnava";"91701";;;;;;;;;;;"71,2";"70,9";;;"62,5";"85,7143";"62,9971";;;;;;;;;;;;;"6,36364";;;;
"727";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Praktická škola";"Beethovenova 27";"Trnava";"91708";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"66,6667";;;;
"728";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Beethovenova 27";"Trnava";"91708";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"729";"Trnavskı";"Trnava";"Samosprávny kraj";"SOŠ automobilová";"Slovenskı";"Stredná odborná škola";"SOŠ automobilová";"Coburgova 39";"Trnava";"91702";"39,8";;;;"44,9";;;"39,3";;;;;;;"58,9147";"56";"50,9664";;;;;;;;;;;;;"8,55746";;;;
"730";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Prakt.škola Spojenej šk";"Èajkovského 50";"Trnava";"91708";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47,0588";;;;
"731";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Èajkovského 50";"Trnava";"91708";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"732";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Èajkovského 50";"Trnava";"91708";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"733";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Èajkovského 50";"Trnava";"91708";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"734";"Trnavskı";"Trnava";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Str. zdravot. škola";"Daxnerova 6";"Trnava";"91792";"50";;;;"53,5";"63,3";;"37,4";;;;;;;;;;;;;;;;;;;;;;"14,3333";;;;
"735";"Trnavskı";"Trnava";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ Gos-Sk";"Ferka Urbánka 19";"Trnava";"91810";"41,4";;;;"47,8";;;"26,7";;;;;;;;;;;;;;;;;;;;;;"12,3543";;;;
"736";"Trnavskı";"Trnava";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"ZŠ Angely Merici";"Halenárska 45";"Trnava";"91807";;;;;;;;;;;"71,1";"74,6";;;"67,0455";"89,7959";"58,6898";;;;;;;;;;;;;"7,08661";;;;
"737";"Trnavskı";"Trnava";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Hollého 8";"Trnava";"91701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,59441";;;;
"738";"Trnavskı";"Trnava";"Súkromník";"Taneèné konzervatórium";"Slovenskı";"Konzervatórium";"Taneèné konzervatórium";"Hollého 8";"Trnava";"91701";"61,3";;;;"52,5";"69,7";;;;;;;;;;;;;;;;;;;;;;;;"41,3793";;;;
"739";"Trnavskı";"Trnava";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium Angely Merici";"Hviezdoslavova 10";"Trnava";"91701";"67,1";"55,6";;;;"59,3";;;;;"84,4";"89,1";;;;;;;;;;;;;;;;;;"8,53081";;;;
"740";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Jána Bottu 27";"Trnava";"91701";;;;;;;;;;;"68,5";"73,6";;;"62,8099";"77,7778";"69,8787";;;;;;;;;;;;;"6,25832";;;;
"741";"Trnavskı";"Trnava";"Samosprávny kraj";"Športové gymnázium";"Slovenskı";"Športové gymnázium";"Šport.gymnázium J.Herdu";"Jána Bottu 31";"Trnava";"91787";"57,9";"48,5";;;;"55,5";;;;;"68";"78";;;;;;;;;;;;;;;;;;"8,26613";;;;
"742";"Trnavskı";"Trnava";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Arcibiskupské gymnázium";"Jána Hollého 9";"Trnava";"91701";"50,6";;;;;"43,2";;;;;;;;;;;;;;;;;;;;;;;;"10,8527";;;;
"743";"Trnavskı";"Trnava";"Cirkev, cirkevné spoloèenstvo";"Stredná pedagogická škola";"Slovenskı";"Stredná odborná škola";"Ped.a soc.akad.bl.Laury";"Kalinèiakova 24";"Trnava";"91701";"45,3";;;;"45,3";;;;;;;;;;;;;;;;;;;;;;;;;"7,15884";;;;
"744";"Trnavskı";"Trnava";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ";"Komenského 1";"Trnava";"91731";"48,7";"39,3";;;"50,4";"63,7";;;;;;;;;;;;;;;;;;;;;;;;"8,79121";;;;
"745";"Trnavskı";"Trnava";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Koniarekova 17";"Trnava";"91850";"37,3";;;;"44,5";;;"50,8";;;;;;;;;;;;;;;;;;;;;;"13,7725";;;;
"746";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kornela Mahra 11";"Trnava";"91708";;;;;;;;;;;"65,7";"70,2";;;"79,5181";"89,7436";"56,5024";;;;;;;;;;;;;"6,49573";;;;
"747";"Trnavskı";"Trnava";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı a Nemeckı bil.";"Stredná odborná škola";"Obchodná akadémia";"Kukuèínova 2";"Trnava";"91729";"64,1";"36,1";;;"68,8";"65,5";"67";;;"66,3";;;;;;;;;;;;;;;;;;;;"8,82353";;;;
"748";"Trnavskı";"Trnava";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Lomonosovova 6";"Trnava";"91854";"35,2";;;;"36";;;"25,6";;;;;;;"49,61";"45,83";;;;;;;;;;;;;;"12,6984";;;;
"749";"Trnavskı";"Trnava";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ stavebná";"Lomonosovova 7";"Trnava";"91708";"49,3";"37,9";;;"56,3";"65,2";;"48,8";;;;;;;;;;;;;;;;;;;;;;"10,3245";;;;
"752";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Maxima Gorkého 21";"Trnava";"91702";;;;;;;;;;;"52,9";"50,6";;;"69,9187";"84,7222";"60,7169";;;;;;;;;;;;;"7,35294";;;;
"753";"Trnavskı";"Trnava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Mozartova 10";"Trnava";"91701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1,72911";;;;
"754";"Trnavskı";"Trnava";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J.Hollého";"Na hlinách 30";"Trnava";"91726";"68,5";"60";;;;"65,4";;;;;"87,4";"90,9";;;;;;;;;;;;;;;;;;"7,37327";;;;
"755";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nám.Sl.Uè.Tovarišst. 12";"Trnava";"91701";;;;;;;;;;;"65,7";"67,9";;;"71,59";"87,76";"59,7";;;;;;;;;;;;;"6,35593";;;;
"756";"Trnavskı";"Trnava";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Sibírska 1";"Trnava";"91701";"40,5";"19,6";;;"52,6";"62,9";;"25,4";;;;;;;"40,01";"68";;;;;;;;;;;;;;"9,50966";;;;
"758";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Spartakovská 5";"Trnava";"91701";;;;;;;;;;;"67";"68";;;"66,0377";"73,4694";"59,6896";;;;;;;;;;;;;"6,78426";;;;
"760";"Trnavskı";"Trnava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štefánikova 2";"Trnava";"91701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6,75105";;;;
"761";"Trnavskı";"Trnava";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"SPŠ dopravná";"Študentská 23";"Trnava";"91845";"46,4";"32,1";;;"56,2";"73,5";;;;;;;;;;;;;;;;;;;;;;;;"7,49543";;;;
"763";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vanèurova 38";"Trnava";"91701";;;;;;;;;;;"66,6";"71,8";;;"70,7317";"84,9315";"63,9928";;;;;;;;;;;;;"6,90335";;;;
"764";"Trnavskı";"Trnava";"Samosprávny kraj";"SOŠ po¾noh. a slu. na vidieku";"Slovenskı";"Stredná odborná škola";"SOŠ po¾n. a slu. na v.";"Zavarská 9";"Trnava";"91728";"45,3";;;;"51";;;"45,6";;;;;;;"21,8391";"10,9375";;;;;;;;;;;;;;"12,7273";;;;
"765";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ivana Krasku 29";"Trnava";"91705";;;;;;;;;;;"69,5";"75,7";;;"89,4309";"87,5";"77,6289";;;;;;;;;;;;;"6,88073";;;;
"766";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"OU pri špec. vıchov. zariadení";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište RDM";"Trstín 335";"Trstín";"91905";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"27,2727";;;;
"767";"Trnavskı";"Trnava";"Krajskı úrad, Okresnı úrad";"ŠZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Špeciálna ZŠ pri RDD";"Trstín 345";"Trstín";"91905";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"768";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Trstín 457";"Trstín";"91905";;;;;;;;;;;"57,8";"61,2";;;;;;;;;;;;;;;;;;"10,0386";;;;
"769";"Trnavskı";"Trnava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vlèkovce 1";"Vlèkovce";"91923";;;;;;;;;;;;;;;"91,89";"87,5";"62,57";;;;;;;;;;;;;"9,7561";;;;
"770";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Voderady 160";"Voderady";"91942";;;;;;;;;;;"59,4";"66,7";;;;;;;;;;;;;;;;;;"8,11966";;;;
"771";"Trnavskı";"Trnava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Voderady 160";"Voderady";"91942";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";;;;
"772";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Športová 33";"Zavar";"91926";;;;;;;;;;;"57,7";"51,8";;;;;;;;;;;;;;;;;;"8,49057";;;;
"773";"Trnavskı";"Trnava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Zeleneè 223";"Zeleneè";"91921";;;;;;;;;;;"74";"69,4";;;;;;;;;;;;;;;;;;"11,8483";;;;
"774";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Duklianska 1";"Bánovce nad Bebravou";"95701";;;;;;;;;;;"65,8";"72";;;"83,33";"94";"72,03";;;;;;;;;;;;;"7,29367";;;;
"775";"Trenèiansky";"Bánovce nad Bebravou";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Farská 7";"Bánovce nad Bebravou";"95701";"41,9";"21,1";;;"55,9";"79,6";;"59,6";;;;;;;;;;;;;;;;;;;;;;"13,0194";;;;
"776";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Gorazdova 6";"Bánovce nad Bebravou";"95704";;;;;;;;;;;"66,4";"67,4";;;;;;;;;;;;;;;;;;"6,34518";;;;
"777";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"J. A. Komenského 1";"Bánovce nad Bebravou";"95704";;;;;;;;;;;"53,5";"54,9";;;"85,3659";"67,6056";"69,3201";;;;;;;;;;;;;"8,13953";;;;
"778";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Novomeského 3";"Bánovce nad Bebravou";"95704";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,53506";;;;
"779";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Partizánska 6";"Bánovce nad Bebravou";"95701";;;;;;;;;;;"60,8";"65,8";;;"95,1807";"94,8718";"79,6889";;;;;;;;;;;;;"6,7029";;;;
"781";"Trenèiansky";"Bánovce nad Bebravou";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Radlinského 1605";"Bánovce nad Bebravou";"95701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"782";"Trenèiansky";"Bánovce nad Bebravou";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Radlinského 1605";"Bánovce nad Bebravou";"95701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"783";"Trenèiansky";"Bánovce nad Bebravou";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J. Jesenského";"Radlinského 2";"Bánovce nad Bebravou";"95701";"61,1";"55,7";;;;"59,2";;;;;"78,6";"82,3";;;"72,09";"82,5";"81,13";;;;;;;;;;;;;"8,67209";;;;
"784";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 29";"Bánovce nad Bebravou";"95701";;;;;;;;;;;"54,4";"66,2";;;"79,5181";"69,2308";"72,191";;;;;;;;;;;;;"7,03364";;;;
"786";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dvorec 63";"Dvorec";"95655";;;;;;;;;;;;;;;"97,3214";"90";"89,3333";;;;;;;;;;;;;"9,72222";;;;
"787";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Podluany 36";"Podluany";"95652";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"788";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rybany 355";"Rybany";"95636";;;;;;;;;;;"51,4";"46,9";;;"64,2276";"61,1111";"62,1354";;;;;;;;;;;;;"10,1351";;;;
"789";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Slatina nad Bebravou 154";"Slatina nad Bebravou";"95653";;;;;;;;;;;"61,1";"63,7";;;;;;;;;;;;;;;;;;"11,2069";;;;
"790";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Šišov 74";"Šišov";"95638";;;;;;;;;;;"51,8";"58,2";;;"69,3182";"91,8367";"58,5945";;;;;;;;;;;;;"12,7273";;;;
"791";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"SNP 5";"Uhrovec";"95641";;;;;;;;;;;"61,3";"51,2";;;"89,4309";"84,507";"75";;;;;;;;;;;;;"7,17703";;;;
"792";"Trenèiansky";"Bánovce nad Bebravou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Zlatníky 62";"Zlatníky";"95637";;;;;;;;;;;"45,3";"47,2";;;;;;;;;;;;;;;;;;"10,0775";;;;
"793";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Štúrova 276";"Bolešov";"01853";;;;;;;;;;;"64,6";"67";;;;;;;;;;;;;;;;;;"7,42188";;;;
"794";"Trenèiansky";"Ilava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Èervenı Kameò 228";"Èervenı Kameò";"01856";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"20";;;;
"795";"Trenèiansky";"Ilava";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Stred.priemyselná škola";"Obrancov mieru 1";"Dubnica nad Váhom";"01841";"48,3";"51,3";;;"61,3";"65,3";;"43,3";;;;;;;;;;;;;;;;;;;;;;"9,74843";;;;
"796";"Trenèiansky";"Ilava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Obrancov mieru 356";"Dubnica nad Váhom";"01841";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4,92813";;;;
"797";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sídlisko Centrum I 32";"Dubnica nad Váhom";"01841";;;;;;;;;;;"69";"73,7";;;;;;;;;;;;;;;;;;"6,17886";;;;
"798";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ Pavla Demitru";"Sídlisko Centrum II 87";"Dubnica nad Váhom";"01841";;;;;;;;;;;"57,6";"57,5";;;"89,7727";"100";"72,4428";;;;;;;;;;;;;"6,87679";;;;
"799";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sídlisko Pod hájom 967";"Dubnica nad Váhom";"01841";;;;;;;;;;;"70,6";"74,2";;;"89,4309";"90,1408";"76,1218";;;;;;;;;;;;;"6,36833";;;;
"800";"Trenèiansky";"Ilava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Školská 386/1";"Dubnica nad Váhom";"01841";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"801";"Trenèiansky";"Ilava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Školská 386/1";"Dubnica nad Váhom";"01841";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"802";"Trenèiansky";"Ilava";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Školská 2";"Dubnica nad Váhom";"01841";"65,8";"61,9";;;;"64,6";;;"34,5";;"70,2";"76";;;"88,2353";"95";"85,34";;;;;;;;;;;;;"7,58621";;;;
"803";"Trenèiansky";"Ilava";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Zákl.šk.sv.Dom.Savia";"Školská 386";"Dubnica nad Váhom";"01841";;;;;;;;;;;"59,6";"60,7";;;"100";"84,7222";"75,4";;;;;;;;;;;;;"13,2075";;;;
"804";"Trenèiansky";"Ilava";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Štúrova 23";"Dubnica nad Váhom";"01841";"39,4";"20";;;"49,1";;;"25";;;;;;;;;;;;;;;;;;;;;;"10,9804";;;;
"805";"Trenèiansky";"Ilava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dulov 71";"Dulov";"01852";;;;;;;;;;;;;;;"62,5";"91,4286";"62,6847";;;;;;;;;;;;;"15,3846";;;;
"806";"Trenèiansky";"Ilava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Horná Poruba 84";"Horná Poruba";"01835";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"11,1111";;;;
"807";"Trenèiansky";"Ilava";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Hviezdoslavova 17";"Ilava";"01901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"808";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Medòanská 5";"Ilava";"01901";;;;;;;;;;;"58,7";"58,2";;;"86,1789";"87,5";"76,47";;;;;;;;;;;;;"6,49351";;;;
"809";"Trenèiansky";"Ilava";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špeciálna základ. škola";"Pivovarská 62";"Ilava";"01901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"810";"Trenèiansky";"Ilava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Pivovarská 80";"Ilava";"01901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6,20438";;;;
"811";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská ulica 1";"Košeca";"01864";;;;;;;;;;;"58,9";"61,7";;;;;;;;;;;;;;;;;;"7,19178";;;;
"812";"Trenèiansky";"Ilava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Školská ulica 1";"Košeca";"01864";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,58376";;;;
"813";"Trenèiansky";"Ilava";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Košecké Podhradie 301";"Košecké Podhradie";"01831";;;;;;;;;;;;;;;"53,5714";"67,1429";"62,3103";;;;;;;;;;;;;"8,33333";;;;
"814";"Trenèiansky";"Ilava";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište intern";"Hviezdoslavova 668";"Ladce";"01863";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"24,7619";;;;
"815";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Váska 399";"Ladce";"01863";;;;;;;;;;;"72,7";"74,7";;;"88,6179";"81,9444";"72,1049";;;;;;;;;;;;;"8,60215";;;;
"816";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Mikušovce 16";"Mikušovce";"01857";;;;;;;;;;;"56,3";"56";;;"86,9919";"73,6111";"63,9357";;;;;;;;;;;;;"9,09091";;;;
"817";"Trenèiansky";"Ilava";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Janka Krá¾a 1";"Nová Dubnica";"01851";;;;;;;;;;;"60,1";"66,1";;;;;;;;;;;;;;;;;;"7,17822";;;;
"818";"Trenèiansky";"Ilava";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Sad Duklian. hrdinov 9";"Nová Dubnica";"01851";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5,01089";;;;
"819";"Trenèiansky";"Ilava";"Obèianske zdruenia";"Základná škola";"Slovenskı";"Základná škola";"Súkromná základná škola";"Slov.národ.povstania 3";"Nová Dubnica";"01851";;;;;;;;;;;"60";"72,7";;;"53,6585";"68,4931";"77,28";;;;;;;;;;;;;"9,7561";;;;
"820";"Trenèiansky";"Ilava";"Obèianske zdruenia";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Slov.národ.povstania 3";"Nová Dubnica";"01851";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3,7234";;;;
"821";"Trenèiansky";"Ilava";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Spoj.šk.sv.J.Bosca-ZŠ";"Trenèianska 28";"Nová Dubnica";"01851";;;;;;;;;;;"60,3";"67";;;"72,3577";"80,2817";"71,959";;;;;;;;;;;;;"5,88235";;;;
"822";"Trenèiansky";"Ilava";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Spoj.šk.sv. J.Bosca-Gym";"Trenèianska 28";"Nová Dubnica";"01851";"61,6";;;;;"56,5";;;;;"75,8";"79,2";;;"80,23";"97,5";"81,98";;;;;;;;;;;;;"15,2318";;;;
"823";"Trenèiansky";"Ilava";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Pruské 294";"Pruské";"01852";"38,9";;;;"39,6";;;"34,5";;;;;;;"81,3725";"96,875";;;;;;;;;;;;;;"14,0575";;;;
