"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"419";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Záhradná 202";"Jahodná";"93021";;;;;;;;;;;;"4";"4";"4";;;;;;;;;;;;;;;;"99";;;;
"421";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Šipošovské 514";"Kostolné Kraèany";"93003";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"38";;;;
"422";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Kútniky 644";"Kútniky";"92901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"31";;;;
"423";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kvetoslavov 266";"Kvetoslavov";"93041";;;;;;;;;;;;;;;"2012/13";"2012/13";"2012/13";;;;;;;;;;;;;"83";;;;
"424";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská 116";"Lehnice";"93037";;;;;;;;;;;;"5";"5";"5";"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"95";;;;
"426";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 840";"Lehnice";"93037";;;;;;;;;;;"18";"18";;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"255";;;;
"428";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 23";"Mad";"93014";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5";;;;
"429";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Malé Dvorníky 277";"Malé Dvorníky";"92901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"68";;;;
"430";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Mierovo 22";"Mierovo";"93041";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10";;;;
"433";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Novı ivot 1";"Novı ivot";"93038";;;;;;;;;;;;"9";"9";"9";"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"69";;;;
"434";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Ohrady 20";"Ohrady";"93012";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"26";;;;
"435";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Maïarskı";"Špeciálna základná škola";"Spojená škola";"Gorkého 90";"Okoè";"93028";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"436";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Maïarskı";"Špeciálna stredná škola";"OU internátne";"Gorkého 90";"Okoè";"93028";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"56";;;;
"437";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 22";"Okoè";"93028";;;;;;;;;;;;"25";"25";"25";;;;;;;;;;;;;;;;"232";;;;
"438";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s MŠ VJM";"Hlavná 193";"Orechová Potôò";"93002";;;;;;;;;;;;"12";"12";"12";;;;;;;;;;;;;;;;"167";;;;
"440";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Padáò 289";"Padáò";"92901";;;;;;;;;;;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"9";;;;
"441";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s MŠ VJM";"Pataš 228";"Pataš";"92901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"24";;;;
"442";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Rohovce 106";"Rohovce";"93030";;;;;;;;;;;;;;;"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"90";;;;
"443";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola M.Bela";"Kláštorná 4";"Šamorín";"93101";;;;;;;;;;;"106";"106";;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"1091";;;;
"444";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Mlieèno 124";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"80";;;;
"445";"Trnavskı";"Dunajská Streda";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Parková 4";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"536";;;;
"446";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Pomlejská cesta 1";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"447";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Špeciálna ZŠ s VJM";"Pomlejská cesta 1";"Šamorín";"93101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"448";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Rybárska 2";"Šamorín";"93101";;;;;;;;;;;;"52";"52";"52";"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"471";;;;
"449";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnáz.I.Madácha s VJM";"Slneèná 2";"Šamorín";"93101";;"11";"35";"35";;"35";;;;;;"17";"17";"17";;;;;;;;;;;;;;;;"213";;;;
"450";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium M.R.Štefánika";"Slneèná 2";"Šamorín";"93101";"38";"14";;;;"36";;;;;"21";"21";;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"262";;;;
"452";"Trnavskı";"Dunajská Streda";"Drustvo";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ SD Jednota";"Vinohradská 48";"Šamorín";"93101";"25";;;;"18";;;"5";;;;;;;;;;;;;;;;;;;;;;"159";;;;
"453";"Trnavskı";"Dunajská Streda";"Drustvo";"Hotelová akadémia";"Slovenskı";"Stredná odborná škola";"Súkr. HA SD Jednota";"Vinohradská 48";"Šamorín";"93101";"23";;;;"20";"2";;;;;;;;;;;;;;;;;;;;;;;;"113";;;;
"454";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Štvrtok na Ostrove 416";"Štvrtok na Ostrove";"93040";;;;;;;;;;;;"5";"5";"5";;;;;;;;;;;;;;;;"66";;;;
"456";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 115";"Topo¾níky";"93011";;;;;;;;;;;;"24";"24";"24";;;;;;;;;;;;;;;;"189";;;;
"457";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Zákl.škola s MŠ s VaVJM";"Školská 492";"Trhová Hradská";"93013";;;;;;;;;;;;"16";"16";"16";;;;;;;;;;;;;;;;"170";;;;
"459";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ve¾ká Paka 253";"Ve¾ká Paka";"93051";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"54";;;;
"460";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Ve¾ké Blahovo 149";"Ve¾ké Blahovo";"93001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"21";;;;
"462";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Bratislavská 38";"Ve¾kı Meder";"93201";;;;;;;;;;;;"42";"42";"42";"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"522";;;;
"463";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gymnáz.M.Korvína s VJM";"Bratislavská 38";"Ve¾kı Meder";"93212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;
"464";"Trnavskı";"Dunajská Streda";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı - maïarskı ";"Stredná odborná škola";"Obchodná akadémia";"Bratislavská 38";"Ve¾kı Meder";"93201";"16";;"49";"49";"36";"19";;"8";"2";;;;;;;;;;;;;;;;;;;;;"233";;;;
"466";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nám. Bélu Bartóka 20";"Ve¾kı Meder";"93201";;;;;;;;;;;"18";"18";;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"230";;;;
"467";"Trnavskı";"Dunajská Streda";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"eleznièná 16";"Ve¾kı Meder";"93201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"334";;;;
"468";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská 204";"Vrakúò";"93025";;;;;;;;;;;;"18";"18";"18";"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"171";;;;
"469";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Malá 231";"Vydrany";"93016";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"16";;;;
"470";"Trnavskı";"Dunajská Streda";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Malá 231";"Vydrany";"93016";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"24";;;;
"471";"Trnavskı";"Dunajská Streda";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Èakanská cesta 1";"Zlaté Klasy";"93039";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"472";"Trnavskı";"Dunajská Streda";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Èakanská cesta 3";"Zlaté Klasy";"93039";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"209";;;;
"474";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 25";"Zlaté Klasy";"93039";;;;;;;;;;;"27";"27";;;"2012/13";"2012/13";"2012/13";;;;;;;;;;;;;"404";;;;
"475";"Trnavskı";"Dunajská Streda";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská 8";"Zlaté Klasy";"93039";;;;;;;;;;;;"18";"18";"18";"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"157";;;;
"476";"Trnavskı";"Dunajská Streda";"Súkromník";"Stredná odborná škola";"Slovenskı - maïarskı ";"Stredná odborná škola";"Súkromná SOŠ";"Trhovisko 1";"Zlaté Klasy";"93039";;;"7";"7";;;;"7";;;;;;;;;;;;;;;;;;;;;;"95";;;;
"477";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 4";"Abrahám";"92545";;;;;;;;;;;"17";"17";;;;;;;;;;;;;;;;;;"126";;;;
"478";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Èierna Voda 22";"Èierna Voda";"92506";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"31";;;;
"479";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 148";"Èierny Brod";"92508";;;;;;;;;;;"18";"18";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"144";;;;
"480";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 148";"Èierny Brod";"92508";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"24";;;;
"481";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jána Majku 695";"Dolná Streda";"92563";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"61";;;;
"482";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Dolné Saliby 122";"Dolné Saliby";"92502";;;;;;;;;;;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"32";;;;
"483";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dolné Saliby 19";"Dolné Saliby";"92502";;;;;;;;;;;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"21";;;;
"485";"Trnavskı";"Galanta";"Samosprávny kraj";"SOŠ technická";"Slovenskı - maïarskı ";"Stredná odborná škola";"SOŠ technická";"Esterházyovcov 10";"Galanta";"92434";"32";;;;"17";"4";;"6";;;;;;;;;;;;;;;;;;;;;;"283";;;;
"486";"Trnavskı";"Galanta";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hlavná 20";"Galanta";"92401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"216";;;;
"487";"Trnavskı";"Galanta";"Súkromník";"Gymnázium";"Slovenskı a Anglickı bil.";"Gymnázium";"Súkromné bilingválne gymnázium";"Hodská 10";"Galanta";"92401";"16";;;;;;"16";;;;;;;;;;;;;;;;;;;;;;;"119";;;;
"488";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Mierová 10";"Galanta";"92401";;;;;;;;;;;"39";"38";;;;;;;;;;;;;;;;;;"445";;;;
"489";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Šafárikova 38";"Galanta";"92401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"490";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Šafárikova 38";"Galanta";"92401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"491";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štefánikova 01";"Galanta";"92401";;;;;;;;;;;"35";"34";;;;;;;;;;;;;;;;;;"292";;;;
"492";"Trnavskı";"Galanta";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štvr SNP 30";"Galanta";"92401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"499";;;;
"493";"Trnavskı";"Galanta";"Samosprávny kraj";"Gymnázium";"Maïarskı";"Gymnázium";"Gym. Z.Kodálya s VJM";"Štvr SNP 34";"Galanta";"92401";;"18";"62";"62";;"55";;;"6";;;"15";"15";"15";;;;;;;;;;;;;;;;"270";;;;
"494";"Trnavskı";"Galanta";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium J. Matúšku";"Štvr SNP 34";"Galanta";"92401";"53";"23";;;;"48";;;"5";;"23";"23";;;;;;;;;;;;;;;;;;"328";;;;
"495";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štvr SNP 49";"Galanta";"92401";;;;;;;;;;;"51";"51";;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"579";;;;
"496";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Švermova 8";"Galanta";"92401";;;;;;;;;;;;"32";"32";"32";;;;;;;;;;;;;;;;"355";;;;
"497";"Trnavskı";"Galanta";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"Z. Kodálya 765";"Galanta";"92447";"37";;;;"17";;;"20";;;;;;;;;;;;;;;;;;;;;;"322";;;;
"498";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základ.škola s MŠ s VJM";"Hlavná 299";"Horné Saliby";"92503";;;;;;;;;;;;"26";"26";"27";"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"168";;;;
"499";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hlavná 299";"Horné Saliby";"92503";;;;;;;;;;;"13";"13";;;"2011/12";"2011/12";"2011/12";;;;;;;;;;;;;"163";;;;
"501";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Školská 1";"Jelka";"92523";;;;;;;;;;;;"9";"9";"9";"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"119";;;;
"502";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 399";"Jelka";"92523";;;;;;;;;;;"6";"6";;;"2017/18";"2017/18";"2017/18";;;;;;;;;;;;;"201";;;;
"503";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Školská 399";"Jelka";"92523";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"504";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Špec. ZŠ s VJM";"Školská 399";"Jelka";"92523";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"506";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Košúty 27";"Košúty";"92509";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"39";;;;
"507";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Košúty 27";"Košúty";"92509";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";;;;
"508";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Salibská 6";"Krá¾ov Brod";"92541";;;;;;;;;;;;;;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;;;;;
"509";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s MŠ VJM";"Hájska 744";"Matúškovo";"92501";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"510";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 525";"Matúškovo";"92501";;;;;;;;;;;;;;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"27";;;;
"511";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ s MŠ s VJM";"Mostová 210";"Mostová";"92507";;;;;;;;;;;;"12";"12";"12";;;;;;;;;;;;;;;;"144";;;;
"512";"Trnavskı";"Galanta";"Súkromník";"Stredná odborná škola";"Maïarskı";"Stredná odborná škola";"Súkromná SOŠ";"Mostová 53";"Mostová";"92507";;;"50";"50";"37";"4";;"9";;;;;;;;;;;;;;;;;;;;;;"437";;;;
"513";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 240";"Pata";"92553";;;;;;;;;;;"19";"19";;;;;;;;;;;;;;;;;;"227";;;;
"514";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Pusté Sady 43";"Pusté Sady";"92554";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"22";;;;
"515";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 86";"Pusté Ú¾any";"92528";;;;;;;;;;;"21";"21";;;;;;;;;;;;;;;;;;"302";;;;
"516";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Juraja Fándlyho 751";"Sereï";"92601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"517";"Trnavskı";"Galanta";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"CZŠ sv. Cyrila a Metoda";"Komenského 41";"Sereï";"92601";;;;;;;;;;;"17";"17";;;;;;;;;;;;;;;;;;"199";;;;
"518";"Trnavskı";"Galanta";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium V.Mihálika";"Kostolná 8";"Sereï";"92601";"48";"21";;;;"47";;;;;"21";"21";;;"2016/17";"2016/17";"2016/17";;;;;;;;;;;;;"267";;;;
"519";"Trnavskı";"Galanta";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Mládenícka 5";"Sereï";"92601";"47";;;;"35";"4";;"8";;;;;;;"2017/18";"2017/18";;;;;;;;;;;;;;"171";;;;
"520";"Trnavskı";"Galanta";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Ul. Komenského 36";"Sereï";"92601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"487";;;;
"521";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ulica Fándlyho 763/7A";"Sereï";"92601";;;;;;;;;;;"54";"52";;;;;;;;;;;;;;;;;;"622";;;;
"524";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ulica Komenského 8";"Sereï";"92601";;;;;;;;;;;"49";"49";;;;;;;;;;;;;;;;;;"513";;;;
"525";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"ZŠ S.Petöfiho s MŠ VJM";"Fuèíkova 425";"Sládkovièovo";"92521";;;;;;;;;;;;"11";"11";"11";"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"76";;;;
"526";"Trnavskı";"Galanta";"Súkromník";"Stredná odborná škola";"Slovenskı - maïarskı ";"Stredná odborná škola";"Súkromná SOŠ";"Fuèíkova 426";"Sládkovièovo";"92521";;;"10";"10";"7";;;"2";;;;;;;;;;;;;;;;;;;;;;"126";;;;
"527";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"ZŠ s MŠ ako o.z. Spoj.školy";"Školská 1087";"Sládkovièovo";"92521";;;;;;;;;;;"21";"21";;;;;;;;;;;;;;;;;;"323";;;;
"528";"Trnavskı";"Galanta";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Školská 1087";"Sládkovièovo";"92521";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"517";;;;
"529";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Praktická škola";"Školská 212";"Sládkovièovo";"92521";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";;;;
"530";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Školská 212";"Sládkovièovo";"92521";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"531";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Mierové nám. 10";"Šintava";"92551";;;;;;;;;;;"14";"14";;;;;;;;;;;;;;;;;;"134";;;;
"532";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Komenského 133";"Šoporòa";"92552";;;;;;;;;;;"31";"31";;;"2012/13";"2012/13";"2012/13";;;;;;;;;;;;;"328";;;;
"533";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s MŠ VJM";"Hlavná 4";"Tomášikovo";"92504";;;;;;;;;;;;"16";"16";"16";"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"150";;;;
"534";"Trnavskı";"Galanta";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Maïarskı";"Špeciálna základná škola";"Špeciálna ZŠ s VJM";"Tomášikovo 3";"Tomášikovo";"92504";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"535";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 2";"Topo¾nica";"92592";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14";;;;
"536";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základ.škola s MŠ s VJM";"Školská 647";"Trstice";"92542";;;;;;;;;;;;"21";"21";"21";;;;;;;;;;;;;;;;"219";;;;
"537";"Trnavskı";"Galanta";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 647";"Trstice";"92542";;;;;;;;;;;"11";"11";;;;;;;;;;;;;;;;;;"114";;;;
"538";"Trnavskı";"Galanta";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Hlavná 428";"Váhovce";"92562";;;;;;;;;;;;"5";"5";"5";"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"53";;;;
"539";"Trnavskı";"Galanta";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 428";"Váhovce";"92562";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"28";;;;
