"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"3396";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ïapalovce 1";"Ïapalovce";"09405";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"23";;;;
"3397";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Davidov 71";"Davidov";"09303";;;;;;;;;;;;;;;"2012/13";"2012/13";"2012/13";;;;;;;;;;;;;"22";;;;
"3398";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dlhá 35";"Dlhé Klèovo";"09413";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"42";;;;
"3399";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Budovate¾ská 17";"Hanušovce nad Top¾ou";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3400";"Prešovskı";"Vranov nad Top¾ou";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Kukorelliho 552";"Hanušovce nad Top¾ou";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"12";;;;
"3401";"Prešovskı";"Vranov nad Top¾ou";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ŠZŠ";"Kukorelliho 552";"Hanušovce nad Top¾ou";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3402";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štúrova 341";"Hanušovce nad Top¾ou";"09431";;;;;;;;;;;"58";"58";;;"2009/10";"2009/10";"2009/10";;;;;;;;;;;;;"568";;;;
"3403";"Prešovskı";"Vranov nad Top¾ou";"Cirkev, cirkevné spoloèenstvo";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Cirkevná základná škola";"Sládkovièova 1994";"Hencovce";"09302";;;;;;;;;;;;;;;"2011/12";"2011/12";"2011/12";;;;;;;;;;;;;"39";;;;
"3404";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hermanovce nad Top¾ou 116";"Hermanovce Nad Top¾ou";"09434";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"26";;;;
"3406";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hlinné 138";"Hlinné";"09435";;;;;;;;;;;;;;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"130";;;;
"3407";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Holèíkovce 44";"Holèíkovce";"09405";;;;;;;;;;;"20";"20";;;"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"125";;;;
"3408";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Jastrabie nad Top¾ou 112";"Jastrabie Nad Top¾ou";"09435";;;;;;;;;;;;;;;"2017/18";"2017/18";"2017/18";;;;;;;;;;;;;"17";;;;
"3409";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Juskova Vo¾a 91";"Juskova Vo¾a";"09412";;;;;;;;;;;;;;;"2010/11";"2010/11";"2010/11";;;;;;;;;;;;;"8";;;;
"3410";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kamenná Poruba 110";"Kamenná Poruba";"09303";;;;;;;;;;;;;;;"2012/13";"2012/13";"2012/13";;;;;;;;;;;;;"118";;;;
"3411";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kladzany 45";"Kladzany";"09421";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"17";;;;
"3412";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Matiaška 43";"Matiaška";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"25";;;;
"3414";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ninı Hrabovec 155";"Ninı Hrabovec";"09421";;;;;;;;;;;"11";"11";;;;;;;;;;;;;;;;;;"303";;;;
"3415";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ninı Hrušov 211";"Ninı Hrušov";"09422";;;;;;;;;;;;;;;"2017/18";"2017/18";"2017/18";;;;;;;;;;;;;"30";;;;
"3416";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Nová Kelèa 68";"Nová Kelèa";"09404";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"10";;;;
"3417";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Ondavské Matiašovce 20";"Ondavské Matiašovce";"09401";;;;;;;;;;;;;;;"2015/16";"2015/16";"2015/16";;;;;;;;;;;;;"46";;;;
"3418";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Pavlovce 5";"Pavlovce";"09431";;;;;;;;;;;;;;;"2009/10";"2009/10";"2009/10";;;;;;;;;;;;;"49";;;;
"3419";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Petrovce 114";"Petrovce";"09431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14";;;;
"3420";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Poša 21";"Poša";"09421";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3421";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Remeniny 101";"Remeniny";"09431";;;;;;;;;;;;;;;"2009/10";"2009/10";"2009/10";;;;;;;;;;;;;"29";;;;
"3422";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Rudlov 126";"Rudlov";"09435";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"29";;;;
"3423";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 389";"Saèurov";"09413";;;;;;;;;;;"21";"21";;;;;;;;;;;;;;;;;;"417";;;;
"3424";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 558";"Seèovská Polianka";"09414";;;;;;;;;;;"28";"28";;;"2009/10";"2009/10";"2009/10";;;;;;;;;;;;;"282";;;;
"3425";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sedliská 92";"Sedliská";"09409";;;;;;;;;;;;;;;"2014/15";"2014/15";"2014/15";;;;;;;;;;;;;"66";;;;
"3426";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Skrabské 77";"Skrabské";"09433";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"34";;;;
"3428";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Slovenská Kajòa 54";"Slovenská Kajòa";"09402";;;;;;;;;;;"8";"8";;;;;;;;;;;;;;;;;;"144";;;;
"3430";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"So¾ 53";"So¾";"09435";;;;;;;;;;;"23";"20";;;;;;;;;;;;;;;;;;"461";;;;
"3432";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Tovarné 173";"Tovarné";"09401";;;;;;;;;;;"14";"14";;;;;;;;;;;;;;;;;;"163";;;;
"3433";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Školská 424";"Vechec";"09412";;;;;;;;;;;;;;;"2013/14";"2013/14";"2013/14";;;;;;;;;;;;;"256";;;;
"3434";"Prešovskı";"Vranov nad Top¾ou";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"A. Dubèeka 2";"Vranov nad Top¾ou";"09301";"36";;;;"35";;;;;;;;;;;;;;;;;;;;;;;;;"367";;;;
"3435";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"A. Dubèeka 880";"Vranov nad Top¾ou";"09301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"466";;;;
"3436";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bernolákova 1061";"Vranov nad Top¾ou";"09347";;;;;;;;;;;"95";"95";;;"2011/12";"2011/12";"2011/12";;;;;;;;;;;;;"660";;;;
"3438";"Prešovskı";"Vranov nad Top¾ou";"Krajskı úrad, Okresnı úrad";"ZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ZŠ t.p.";"Budovate¾ská 1309";"Vranov nad Top¾ou";"09301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3439";"Prešovskı";"Vranov nad Top¾ou";"Krajskı úrad, Okresnı úrad";"ZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola - ZŠ t.p.";"Budovate¾ská 1309";"Vranov nad Top¾ou";"09301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3440";"Prešovskı";"Vranov nad Top¾ou";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola -ŠZŠtp";"Budovate¾ská 1309";"Vranov nad Top¾ou";"09301";;;;;;;;;;;"5";"5";;;;;;;;;;;;;;;;;;;;;;
"3441";"Prešovskı";"Vranov nad Top¾ou";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Dr. C. Daxnera 88";"Vranov nad Top¾ou";"09313";"113";"42";;;;"98";;;"8";;;;;;;;;;;;;;;;;;;;;"375";;;;
"3442";"Prešovskı";"Vranov nad Top¾ou";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Daxnerova 88";"Vranov nad Top¾ou";"09335";"59";;;;"44";"10";;;;;;;;;;;;;;;;;;;;;;;;"201";;;;
"3444";"Prešovskı";"Vranov nad Top¾ou";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kukuèínova 106";"Vranov nad Top¾ou";"09303";;;;;;;;;;;"17";"17";;;;;;;;;;;;;;;;;;"479";;;;
"3445";"Prešovskı";"Vranov nad Top¾ou";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lomnická 620";"Vranov nad Top¾ou";"09303";;;;;;;;;;;;;;;"2017/18";"2017/18";"2017/18";;;;;;;;;;;;;"20";;;;
